normal_x,normal_y,normal_z,point_x,point_y,point_z
-0.287463972289502,0.3079640703363698,0.9069303148629425,-0.3825852329363949,0.4098687729362569,1.2070317647300814
-0.14087395329239116,-0.32527783186592774,0.9350662336863492,-0.2306891947333005,-0.5326611438382748,1.531224697185061
-0.1429955542527249,0.23246265417316594,0.9620360626705857,-0.17571267473920613,0.2856496829932998,1.1821481489463992
0.0732626069375428,-0.47012385936014195,0.8795545163803327,0.08692743925154332,-0.5578106613114262,1.0436077145910565
0.21867766641767544,0.3078014154072768,0.9259796795196948,0.29281590997027745,0.4121552649573002,1.2399143767826
0.3980929749637652,0.17708061098320751,0.9000913511962622,0.5941608089184096,0.2642959451246923,1.3434022677137505
-0.20510489939603874,0.0345983689897571,0.9781282804964743,-0.2638759140866255,0.04451222896167851,1.2584023827320199
-0.3789745492976661,-0.19357125708975684,0.9049356106449354,-0.7578421039561889,-0.38708786384259997,1.8096157337926542
-0.26021275228030594,0.21985230112589485,0.9401884328369271,-0.3197085259894527,0.2701199480517116,1.1551557538226662
-0.1458108630373864,0.11628502644838756,0.9824545713895326,-0.25842327427600625,0.20609409105794252,1.7412223059184233
0.496486438390252,0.028425413724221308,0.8675789372438507,0.931733063276077,0.053344655072613885,1.6281451381691707
-0.005196809342410391,0.3379395198875795,0.9411534806134496,-0.00644480033761583,0.41909421500058774,1.1671673655806167
0.07330098720603077,-0.13178569174010807,0.9885643614490676,0.08354644039687094,-0.15020569107996254,1.126738351696854
0.018725521543678132,-0.2789901243389892,0.9601113817491348,0.028903832354596013,-0.43063600464599416,1.481982670286982
0.10343127511431677,-0.4157993301588286,0.9035556919015539,0.10530443451946096,-0.4233295324605873,0.9199192515742577
-0.4784712875026866,-0.10853581031449558,0.87136972917063,-0.480687577513441,-0.10903855068469553,0.875405933801663
-0.11609775234295668,0.3500039342261215,0.9295259856115644,-0.11761798932101462,0.35458704554859144,0.941697623277883
-0.38310592602437066,-0.25040961872517437,0.8891146564391582,-0.7109283138340126,-0.4646842450481477,1.6499269276956796
0.34001357035656443,-0.032060014317552205,0.9398738891230781,0.6441734668932401,-0.06073937151957499,1.780640169637738
-0.2654371194587139,0.29813370698229885,0.9168748160869362,-0.44196253868467417,0.49640355604395464,1.526630194752602
-0.2191371584822544,0.04644740645880882,0.9745878842903668,-0.2923824149559361,0.061972168311957926,1.3003379306786491
0.08941887342906082,-0.1664880494193071,0.9819806487274747,0.12830064418316459,-0.23888160485763338,1.4089726807740228
-0.2321670200312929,-0.2850606415280531,0.9299671528938019,-0.32999221961927894,-0.405172938909492,1.321815324653276
-0.2755564883461451,-0.27493494310505906,0.9211294147893436,-0.4354030067159644,-0.4344209116529771,1.4554638839423562
-0.005881118332091559,0.4255693657957019,0.9049066953799204,-0.010731164678920928,0.7765283214482545,1.6511660229979679
0.03246411922174699,0.11851048830036745,0.9924219592118892,0.049994268966842836,0.1825044193255528,1.5283153076952745
-0.3787065010564822,0.1646451783757343,0.9107542760235492,-0.4042126116827703,0.17573413016827322,0.972094124303991
-0.10748539110674722,-0.16461877807549846,0.9804833239803518,-0.1829901132044699,-0.28025770316730986,1.6692385132791947
0.060679011953132134,0.19165041358719934,0.9795857167600225,0.06505994007457666,0.20548726852839616,1.0503102469688217
-0.04690134915076262,-0.145784438575103,0.9882040077419136,-0.07104697761629077,-0.220836797486463,1.4969485801503208
-0.20797052662458268,0.23714631743495065,0.948951992559442,-0.4044224433056644,0.4611581009799055,1.8453455383292983
0.24015033724170748,-0.014964589748181144,0.9706203565639672,0.38852656033988725,-0.02421042022483824,1.5703154651501323
0.18918586330893472,0.24838851689113797,0.9500062388219743,0.35538858820406355,0.46660169422856534,1.7846015029604434
-0.09067475264877231,0.07957226832004603,0.9926965011253371,-0.16002369216900822,0.14042991901130017,1.7519205145081065
-0.3311733480624096,0.10034130904633745,0.9382195026922012,-0.6510279068043936,0.1972531690024142,1.844372690418482
0.3629434956728736,0.19869910801962323,0.9103794172876277,0.517587688470172,0.28336149634062274,1.2982769600296846
